Arguments are...
log_dir: ./test_run
sdf_dir: data/intra_gsm_clean
split_path: data/intra_gsm_clean/splits/split0.npy
n_epochs: 100
warmup_epochs: 2
batch_size: 64
mini_batch: 4
lr: 0.001
num_workers: 2
hidden_dim: 100
depth: 3
n_layers: 2
optimizer: adam
scheduler: plateau
verbose: True

Model parameters are:
node_dim: 26
edge_dim: 2
hidden_dim: 100
depth: 3
n_layers: 2


Optimizer parameters are:
Adam (
Parameter Group 0
    amsgrad: False
    betas: (0.9, 0.999)
    eps: 1e-08
    lr: 0.001
    weight_decay: 0
)

Scheduler state dict is:
factor: 0.7
min_lrs: [1e-05]
patience: 5
verbose: False
cooldown: 0
cooldown_counter: 0
mode: min
threshold: 0.0001
threshold_mode: rel
best: inf
num_bad_epochs: 0
mode_worse: inf
eps: 1e-08
last_epoch: 0

Starting training...
Parameter Norm: 44.03821010840034	 Gradient Norm: 10.00000278089395	 Loss: 2.4383692741394043
Parameter Norm: 45.56407197891735	 Gradient Norm: 9.999999263864547	 Loss: 0.08657404035329819
Parameter Norm: 45.56488471363245	 Gradient Norm: 9.999999077993856	 Loss: 0.09791679680347443
Parameter Norm: 45.5657084427948	 Gradient Norm: 10.000000122939433	 Loss: 0.08376043289899826
Parameter Norm: 45.566723221301935	 Gradient Norm: 10.000002189415083	 Loss: 0.07471901923418045
Parameter Norm: 45.56753716747891	 Gradient Norm: 9.9999990808157	 Loss: 0.08699667453765869
Parameter Norm: 45.56822961211043	 Gradient Norm: 9.999999060434185	 Loss: 0.08465553820133209
Parameter Norm: 45.56913449671307	 Gradient Norm: 3.838394376646311	 Loss: 0.0965692475438118
Parameter Norm: 45.570324742557034	 Gradient Norm: 10.000001072475516	 Loss: 0.07889287173748016
Parameter Norm: 45.571670327510226	 Gradient Norm: 9.999999298342921	 Loss: 0.09143892675638199
Parameter Norm: 45.57317466101703	 Gradient Norm: 10.000001356001903	 Loss: 0.09179721027612686
Parameter Norm: 45.57450516857932	 Gradient Norm: 9.99999995606775	 Loss: 0.11383932828903198
Parameter Norm: 45.57559311404831	 Gradient Norm: 10.000000297285911	 Loss: 0.07770849764347076
Parameter Norm: 45.57677934177423	 Gradient Norm: 7.488538966534169	 Loss: 0.08332701772451401
Parameter Norm: 45.57801084875911	 Gradient Norm: 2.405470472257744	 Loss: 0.0817306861281395
Parameter Norm: 45.57943724350738	 Gradient Norm: 9.999998849803545	 Loss: 0.12371350824832916
Parameter Norm: 45.58067057942639	 Gradient Norm: 9.99999932638393	 Loss: 0.09154180437326431
Parameter Norm: 45.581726583368685	 Gradient Norm: 10.000000951568493	 Loss: 0.07032463699579239
Parameter Norm: 45.58258385580525	 Gradient Norm: 9.999997189485038	 Loss: 0.09293650090694427
Parameter Norm: 45.58329337132025	 Gradient Norm: 9.999997864328064	 Loss: 0.09034464508295059
Parameter Norm: 45.584127009730345	 Gradient Norm: 10.000001099103178	 Loss: 0.07553161680698395
Parameter Norm: 45.5850800623113	 Gradient Norm: 10.000001073328683	 Loss: 0.09566763043403625
Parameter Norm: 45.58608261065677	 Gradient Norm: 9.999998918412933	 Loss: 0.09205669909715652
Parameter Norm: 45.58711878581703	 Gradient Norm: 9.999999052300618	 Loss: 0.08623706549406052
Parameter Norm: 45.58818211789871	 Gradient Norm: 9.887612077955746	 Loss: 0.08729081600904465
Parameter Norm: 45.588979615314315	 Gradient Norm: 9.999999422616229	 Loss: 0.08755578845739365
Parameter Norm: 45.58960335361273	 Gradient Norm: 10.000002199270542	 Loss: 0.10634267330169678
Parameter Norm: 45.59005982370639	 Gradient Norm: 10.00000046161431	 Loss: 0.08808591961860657
Parameter Norm: 45.59037697048826	 Gradient Norm: 8.524571818187693	 Loss: 0.0783800259232521
Parameter Norm: 45.59056754377052	 Gradient Norm: 3.2090606452375865	 Loss: 0.09185755252838135
Parameter Norm: 45.59079129470052	 Gradient Norm: 10.000001731843678	 Loss: 0.07319114357233047
Parameter Norm: 45.59121456471258	 Gradient Norm: 10.00000050147075	 Loss: 0.0822489857673645
Parameter Norm: 45.591838665141296	 Gradient Norm: 9.999999770148097	 Loss: 0.10286907106637955
Parameter Norm: 45.59257624263459	 Gradient Norm: 9.999999858348362	 Loss: 0.10038883984088898
Parameter Norm: 45.59341528597394	 Gradient Norm: 9.112562500334965	 Loss: 0.08803176134824753
Parameter Norm: 45.59408944226499	 Gradient Norm: 9.999999215218182	 Loss: 0.10235325992107391
Parameter Norm: 45.59469732917653	 Gradient Norm: 7.668876015154585	 Loss: 0.08232665061950684
Parameter Norm: 45.59548164685158	 Gradient Norm: 10.000000557819614	 Loss: 0.10756558924913406
Parameter Norm: 45.59637851990463	 Gradient Norm: 3.6786711375898187	 Loss: 0.09276317059993744
Parameter Norm: 45.59720645947198	 Gradient Norm: 5.887433548138288	 Loss: 0.07401435077190399
Parameter Norm: 45.598049962817726	 Gradient Norm: 9.999996427915148	 Loss: 0.0767870545387268
Parameter Norm: 45.59866340000285	 Gradient Norm: 9.999998301862526	 Loss: 0.0655222162604332
Parameter Norm: 45.59908496590034	 Gradient Norm: 9.999998115166015	 Loss: 0.10258418321609497
Parameter Norm: 45.59932622902911	 Gradient Norm: 9.999999289444828	 Loss: 0.10963701456785202
Parameter Norm: 45.599399790469086	 Gradient Norm: 9.999999176333079	 Loss: 0.08097813278436661
Parameter Norm: 45.59968200459343	 Gradient Norm: 2.0826530546671607	 Loss: 0.06838709861040115
Parameter Norm: 45.6001376594584	 Gradient Norm: 9.999998238099517	 Loss: 0.0927814245223999
Parameter Norm: 45.60077399132348	 Gradient Norm: 9.999998217077074	 Loss: 0.11826743185520172
Parameter Norm: 45.60157371080928	 Gradient Norm: 9.999998554379523	 Loss: 0.08713623136281967
Parameter Norm: 45.60220283333268	 Gradient Norm: 9.999998298626558	 Loss: 0.09474977105855942
Parameter Norm: 45.60264172869051	 Gradient Norm: 1.3253903631493116	 Loss: 0.06109077110886574
Parameter Norm: 45.603127430849874	 Gradient Norm: 9.99999919711215	 Loss: 0.09989897906780243
Parameter Norm: 45.60374908486319	 Gradient Norm: 10.000000529636637	 Loss: 0.07479321956634521
Parameter Norm: 45.604497153473	 Gradient Norm: 10.000001231218096	 Loss: 0.07352667301893234
Parameter Norm: 45.60537887515957	 Gradient Norm: 9.99999814784784	 Loss: 0.07465860247612
Parameter Norm: 45.60580272970413	 Gradient Norm: 9.999999386247762	 Loss: 0.08516427129507065
Parameter Norm: 45.60616001188843	 Gradient Norm: 9.999998524764429	 Loss: 0.08738673478364944
Parameter Norm: 45.60646924320277	 Gradient Norm: 10.000000156223406	 Loss: 0.09076075255870819
Parameter Norm: 45.606733192846285	 Gradient Norm: 10.000000711849493	 Loss: 0.10292855650186539
Parameter Norm: 45.607371654692166	 Gradient Norm: 9.999999156567723	 Loss: 0.0890922099351883
Parameter Norm: 45.608160411624105	 Gradient Norm: 10.000000091445491	 Loss: 0.06675396114587784
Parameter Norm: 45.60918515903332	 Gradient Norm: 2.278432480985661	 Loss: 0.062293823808431625
Parameter Norm: 45.61035599708155	 Gradient Norm: 9.324198857176631	 Loss: 0.09209426492452621
Parameter Norm: 45.61138147892253	 Gradient Norm: 9.999999131519493	 Loss: 0.0849820151925087
Parameter Norm: 45.61222180152733	 Gradient Norm: 9.99999863661511	 Loss: 0.09531453996896744
Parameter Norm: 45.613186819817216	 Gradient Norm: 8.648564115487966	 Loss: 0.0687778890132904
Parameter Norm: 45.61418959894901	 Gradient Norm: 9.999995319118101	 Loss: 0.07654968649148941
Parameter Norm: 45.614904579325945	 Gradient Norm: 9.999994647549428	 Loss: 0.07270501554012299
Parameter Norm: 45.61582908458698	 Gradient Norm: 10.000000180135922	 Loss: 0.0770372673869133
Parameter Norm: 45.61652067333911	 Gradient Norm: 10.000001248563885	 Loss: 0.08537007868289948
Parameter Norm: 45.61702328037028	 Gradient Norm: 10.000002207014857	 Loss: 0.06765175610780716
Parameter Norm: 45.617357878780844	 Gradient Norm: 9.999998470949857	 Loss: 0.09259019047021866
Parameter Norm: 45.61757743081324	 Gradient Norm: 9.999998469488178	 Loss: 0.09070634841918945
Parameter Norm: 45.617985041697594	 Gradient Norm: 9.999998233905304	 Loss: 0.09206122159957886
Parameter Norm: 45.61851816178684	 Gradient Norm: 10.000000625273131	 Loss: 0.062362879514694214
Parameter Norm: 45.61916699555509	 Gradient Norm: 9.999998384676886	 Loss: 0.10290618985891342
Parameter Norm: 45.61993090421074	 Gradient Norm: 3.737049946067796	 Loss: 0.07376305013895035
Parameter Norm: 45.62065532040746	 Gradient Norm: 2.315674659273903	 Loss: 0.07801908999681473
Parameter Norm: 45.62161990609469	 Gradient Norm: 9.999998050291726	 Loss: 0.08481314778327942
Parameter Norm: 45.622423964787764	 Gradient Norm: 10.000001400405377	 Loss: 0.11616969108581543
Epoch 21: Training Loss 0.0367647741637067
Epoch 21: Validation Loss 0.03955772363358707
Parameter Norm: 45.623383555051426	 Gradient Norm: 9.999998392322855	 Loss: 0.0711703896522522
Parameter Norm: 45.624161435027645	 Gradient Norm: 6.85772212660444	 Loss: 0.08593009412288666
Parameter Norm: 45.62476721271951	 Gradient Norm: 10.000000793034909	 Loss: 0.09266132116317749
Parameter Norm: 45.62522846108967	 Gradient Norm: 10.000002009254597	 Loss: 0.08032175898551941
Parameter Norm: 45.62579985379104	 Gradient Norm: 8.469376571203973	 Loss: 0.08560249209403992
Parameter Norm: 45.626398434652806	 Gradient Norm: 9.999999649843193	 Loss: 0.07910051196813583
Parameter Norm: 45.62687204052997	 Gradient Norm: 9.999998099754903	 Loss: 0.07567239552736282
Parameter Norm: 45.627433810003645	 Gradient Norm: 10.000000703835171	 Loss: 0.07208116352558136
Parameter Norm: 45.62818699668217	 Gradient Norm: 9.999998493553175	 Loss: 0.05493251234292984
Parameter Norm: 45.629113795479	 Gradient Norm: 10.000000437190247	 Loss: 0.09969371557235718
Parameter Norm: 45.6298216386977	 Gradient Norm: 10.000000758309609	 Loss: 0.09627141058444977
Parameter Norm: 45.63030130396318	 Gradient Norm: 9.999998716222914	 Loss: 0.08728139847517014
Parameter Norm: 45.630572550224535	 Gradient Norm: 7.671470293730568	 Loss: 0.08332701027393341
Parameter Norm: 45.63068866242323	 Gradient Norm: 9.999998213520412	 Loss: 0.07078270614147186
Parameter Norm: 45.63060651036439	 Gradient Norm: 9.99999811440587	 Loss: 0.09328848123550415
Parameter Norm: 45.63071731011435	 Gradient Norm: 10.000000124292447	 Loss: 0.07943405210971832
Parameter Norm: 45.630958923586675	 Gradient Norm: 10.000000832177932	 Loss: 0.08781787008047104
Parameter Norm: 45.631344265736395	 Gradient Norm: 10.000002084126368	 Loss: 0.08057252317667007
Parameter Norm: 45.631853521866304	 Gradient Norm: 4.093132400039321	 Loss: 0.07194718718528748
Parameter Norm: 45.63240661048234	 Gradient Norm: 9.999999352675621	 Loss: 0.06846185028553009
Parameter Norm: 45.633241183415635	 Gradient Norm: 10.000001917411804	 Loss: 0.08584362268447876
Parameter Norm: 45.633867449644	 Gradient Norm: 10.000001388662529	 Loss: 0.10459928959608078
Parameter Norm: 45.63428766908068	 Gradient Norm: 10.000001713233612	 Loss: 0.09189409762620926
Parameter Norm: 45.6345525924647	 Gradient Norm: 10.000002220877008	 Loss: 0.1129273846745491
Parameter Norm: 45.634588654472616	 Gradient Norm: 10.000000032236404	 Loss: 0.08663790673017502
Parameter Norm: 45.63450648572877	 Gradient Norm: 9.999999385840809	 Loss: 0.054049234837293625
Parameter Norm: 45.634563056328695	 Gradient Norm: 10.000000967133829	 Loss: 0.07579202950000763
Parameter Norm: 45.63477060616153	 Gradient Norm: 9.999999652992766	 Loss: 0.08481332659721375
Parameter Norm: 45.637223383119306	 Gradient Norm: 10.000000129370276	 Loss: 0.09402305632829666
Parameter Norm: 45.64130363222185	 Gradient Norm: 10.000000503869234	 Loss: 0.08941204845905304
Parameter Norm: 45.64649529319716	 Gradient Norm: 10.000000975533784	 Loss: 0.10772992670536041
Parameter Norm: 45.65241978867824	 Gradient Norm: 10.000000092407676	 Loss: 0.09539320319890976
Parameter Norm: 45.65880670682914	 Gradient Norm: 10.00000228747259	 Loss: 0.11681240051984787
Parameter Norm: 45.66510172222957	 Gradient Norm: 10.000000275397229	 Loss: 0.13532698154449463
Parameter Norm: 45.67127122767478	 Gradient Norm: 9.999998711843485	 Loss: 0.11245924979448318
Parameter Norm: 45.677230457911605	 Gradient Norm: 6.8641778462502705	 Loss: 0.06763460487127304
Parameter Norm: 45.68300050849743	 Gradient Norm: 9.99999714871419	 Loss: 0.09173881262540817
Parameter Norm: 45.68874923637485	 Gradient Norm: 9.494857459606765	 Loss: 0.11075585335493088
Parameter Norm: 45.69441501344588	 Gradient Norm: 9.99999977118057	 Loss: 0.0988779366016388
Parameter Norm: 45.69995739338617	 Gradient Norm: 10.000000025345452	 Loss: 0.09251830726861954
Parameter Norm: 45.70536879902807	 Gradient Norm: 10.000002722328919	 Loss: 0.08474330604076385
Parameter Norm: 45.7104440653447	 Gradient Norm: 9.999999356241432	 Loss: 0.13241901993751526
Parameter Norm: 45.715027798523984	 Gradient Norm: 10.000001030875294	 Loss: 0.106216199696064
Parameter Norm: 45.71912685824127	 Gradient Norm: 9.999998032677352	 Loss: 0.090643510222435
Parameter Norm: 45.72278267678364	 Gradient Norm: 9.999998387739161	 Loss: 0.08010909706354141
Parameter Norm: 45.726133448784076	 Gradient Norm: 10.000000891971116	 Loss: 0.07990753650665283
Parameter Norm: 45.72946298311076	 Gradient Norm: 10.000000492660481	 Loss: 0.10849808156490326
Parameter Norm: 45.732639181883165	 Gradient Norm: 9.999997609487442	 Loss: 0.11099354177713394
Parameter Norm: 45.735672777107546	 Gradient Norm: 10.00000259908891	 Loss: 0.11081405729055405
Parameter Norm: 45.738698129934775	 Gradient Norm: 9.999998776489903	 Loss: 0.09733328223228455
Parameter Norm: 45.74160031818736	 Gradient Norm: 2.519235457594435	 Loss: 0.0829545110464096
Parameter Norm: 45.744229262806435	 Gradient Norm: 10.00000227279897	 Loss: 0.10006978362798691
Parameter Norm: 45.74645696385273	 Gradient Norm: 10.000002254067175	 Loss: 0.11244159191846848
Parameter Norm: 45.74834647103113	 Gradient Norm: 10.000001475913662	 Loss: 0.10060400515794754
Parameter Norm: 45.749920671411516	 Gradient Norm: 10.000000835663423	 Loss: 0.12034231424331665
Parameter Norm: 45.75128090921749	 Gradient Norm: 4.596898116617784	 Loss: 0.09815169125795364
Parameter Norm: 45.75258397440652	 Gradient Norm: 10.000000586549206	 Loss: 0.10020916908979416
Parameter Norm: 45.753757797985955	 Gradient Norm: 9.999997797427548	 Loss: 0.08087785542011261
Parameter Norm: 45.75498258819248	 Gradient Norm: 10.000002429089214	 Loss: 0.08995598554611206
Parameter Norm: 45.75623499699478	 Gradient Norm: 9.999998637078216	 Loss: 0.09599766135215759
Parameter Norm: 45.75749487705821	 Gradient Norm: 9.99999760900276	 Loss: 0.08121319860219955
Parameter Norm: 45.75875824030499	 Gradient Norm: 3.89102039228364	 Loss: 0.08661548793315887
Parameter Norm: 45.7601210614202	 Gradient Norm: 9.99999888130407	 Loss: 0.10717098414897919
Parameter Norm: 45.76150078994511	 Gradient Norm: 2.044827134250483	 Loss: 0.07699596881866455
Parameter Norm: 45.76276682878351	 Gradient Norm: 10.000002606273805	 Loss: 0.07560262084007263
Parameter Norm: 45.763757839495405	 Gradient Norm: 9.999999404286175	 Loss: 0.08226222544908524
Parameter Norm: 45.76449451093308	 Gradient Norm: 9.999997959282261	 Loss: 0.08411083370447159
Parameter Norm: 45.76500070894282	 Gradient Norm: 10.000000784189284	 Loss: 0.07624854147434235
Parameter Norm: 45.76525993134594	 Gradient Norm: 9.999998004838632	 Loss: 0.07702716439962387
Parameter Norm: 45.765711133793516	 Gradient Norm: 10.000000394762006	 Loss: 0.07256519049406052
Parameter Norm: 45.766303447558535	 Gradient Norm: 9.768836313170379	 Loss: 0.08432323485612869
Parameter Norm: 45.76707170923401	 Gradient Norm: 9.99999962736907	 Loss: 0.10492952167987823
Parameter Norm: 45.76782912827356	 Gradient Norm: 10.000001374904103	 Loss: 0.08973408490419388
Parameter Norm: 45.768350446124764	 Gradient Norm: 10.000000705189567	 Loss: 0.0702006071805954
Parameter Norm: 45.76861778097954	 Gradient Norm: 10.000000884640281	 Loss: 0.07113488763570786
Parameter Norm: 45.76868357522326	 Gradient Norm: 9.999997298770229	 Loss: 0.08421247452497482
Parameter Norm: 45.76856014904345	 Gradient Norm: 9.999998529290485	 Loss: 0.08490971475839615
Parameter Norm: 45.7685898127084	 Gradient Norm: 9.999998930801565	 Loss: 0.07034318894147873
Parameter Norm: 45.768677723001964	 Gradient Norm: 10.000000114146781	 Loss: 0.07764122635126114
Parameter Norm: 45.7687543679353	 Gradient Norm: 9.99999951922789	 Loss: 0.08445529639720917
Parameter Norm: 45.768982416793634	 Gradient Norm: 9.999999269483519	 Loss: 0.07539308816194534
Parameter Norm: 45.769339541488684	 Gradient Norm: 10.00000128385488	 Loss: 0.06965864449739456
Parameter Norm: 45.7698804461998	 Gradient Norm: 9.875675527410001	 Loss: 0.106410451233387
Parameter Norm: 45.77066055652914	 Gradient Norm: 9.999997901387013	 Loss: 0.08515745401382446
Parameter Norm: 45.77122098917614	 Gradient Norm: 9.999999010843773	 Loss: 0.07224394381046295
Parameter Norm: 45.77160416665993	 Gradient Norm: 9.999999635417653	 Loss: 0.13830973207950592
Parameter Norm: 45.771782874228286	 Gradient Norm: 9.999998859439513	 Loss: 0.10946156829595566
Parameter Norm: 45.77178375373156	 Gradient Norm: 9.999997940674204	 Loss: 0.09261283278465271
Parameter Norm: 45.77161934978726	 Gradient Norm: 10.00000052483037	 Loss: 0.07175623625516891
Parameter Norm: 45.77164312972033	 Gradient Norm: 9.999998366262213	 Loss: 0.10557803511619568
Parameter Norm: 45.771563225459154	 Gradient Norm: 9.999996095650722	 Loss: 0.09009088575839996
Parameter Norm: 45.7716291833855	 Gradient Norm: 9.999998330265846	 Loss: 0.09433972835540771
Parameter Norm: 45.77184505320311	 Gradient Norm: 10.000000742382753	 Loss: 0.11042420566082001
Parameter Norm: 45.772189615760965	 Gradient Norm: 10.000000878424563	 Loss: 0.0759425163269043
Parameter Norm: 45.77264543291322	 Gradient Norm: 9.999999514019324	 Loss: 0.09096919000148773
Parameter Norm: 45.77328283631426	 Gradient Norm: 9.999999342943234	 Loss: 0.09770617634057999
Parameter Norm: 45.773727598216546	 Gradient Norm: 9.999998012626039	 Loss: 0.1236923485994339
Parameter Norm: 45.77396723886227	 Gradient Norm: 9.999999472197771	 Loss: 0.11402802169322968
Parameter Norm: 45.77402624307706	 Gradient Norm: 9.999998249553158	 Loss: 0.1051514595746994
Parameter Norm: 45.77391974368555	 Gradient Norm: 10.000000977553839	 Loss: 0.08689651638269424
Parameter Norm: 45.773648573024836	 Gradient Norm: 7.21977031594638	 Loss: 0.09461047500371933
Parameter Norm: 45.77342517557037	 Gradient Norm: 5.27175493512222	 Loss: 0.09087313711643219
Parameter Norm: 45.773424211224075	 Gradient Norm: 9.999999106479233	 Loss: 0.07608559727668762
Parameter Norm: 45.77356856455146	 Gradient Norm: 9.999999656789809	 Loss: 0.09320508688688278
Parameter Norm: 45.77390213241179	 Gradient Norm: 9.99999996699898	 Loss: 0.08488134294748306
Parameter Norm: 45.77434887622171	 Gradient Norm: 9.999999512875373	 Loss: 0.10115312039852142
Epoch 22: Training Loss 0.03776008170880815
Epoch 22: Validation Loss 0.039150315905194764
Parameter Norm: 45.77490106624912	 Gradient Norm: 9.999997055375317	 Loss: 0.09073729068040848
Parameter Norm: 45.77527881755874	 Gradient Norm: 5.01515534111789	 Loss: 0.08978436142206192
Parameter Norm: 45.7758681699856	 Gradient Norm: 6.9237916421065036	 Loss: 0.09190723299980164
Parameter Norm: 45.77652914911889	 Gradient Norm: 9.99999678023321	 Loss: 0.0848725214600563
Parameter Norm: 45.7771457509583	 Gradient Norm: 10.00000092358942	 Loss: 0.07549984753131866
Parameter Norm: 45.77761729672929	 Gradient Norm: 9.999998028176103	 Loss: 0.09748822450637817
Parameter Norm: 45.777908155065724	 Gradient Norm: 9.999998046612419	 Loss: 0.07789086550474167
Parameter Norm: 45.77834731392384	 Gradient Norm: 9.999999153064886	 Loss: 0.0775575190782547
Parameter Norm: 45.778859998636335	 Gradient Norm: 9.999997563144783	 Loss: 0.08915557712316513
Parameter Norm: 45.779465303281974	 Gradient Norm: 9.999997578216176	 Loss: 0.08262307196855545
Parameter Norm: 45.77995955445026	 Gradient Norm: 9.999998865751307	 Loss: 0.07617456465959549
Parameter Norm: 45.78048294923499	 Gradient Norm: 10.000001418476915	 Loss: 0.07782615721225739
Parameter Norm: 45.78107741916308	 Gradient Norm: 8.740447827964342	 Loss: 0.09340638667345047
Parameter Norm: 45.7814955194566	 Gradient Norm: 6.044145802597128	 Loss: 0.09316830337047577
Parameter Norm: 45.78171543313013	 Gradient Norm: 1.4832927838786254	 Loss: 0.07564830780029297
Parameter Norm: 45.7820658531584	 Gradient Norm: 10.000000412477883	 Loss: 0.08925861120223999
